termCode,termExtendedName,termShortName,scientific_name_clean,scope_note_clean,allFacets,nlp_text,nlp_word_count,common_names
A02KT,"Bullfrog, indian",,Hoplobatrachus tigerinus,"Edible meat from indian Bullfrog (species Hoplobatrachus tigerinus). The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02KT#F01.A04SK$F02.A0EMH$F27.A02KT,"Bullfrog, indian. Hoplobatrachus tigerinus. Edible meat from indian Bullfrog (species Hoplobatrachus tigerinus). The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",34,
A02KV,"Frog, agile",,Rana dalmatina,"Edible meat from agile frog of the species Rana dalmatina. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02KV#F01.A04SL$F02.A0EMH$F27.A02KV,"Frog, agile. Rana dalmatina. Edible meat from agile frog of the species Rana dalmatina. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",36,
A02KX,"Frog, common",,Rana temporia,"Edible meat from common frog of the species Rana temporia. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02KX#F01.A04SM$F02.A0EMH$F27.A02KX,"Frog, common. Rana temporia. Edible meat from common frog of the species Rana temporia. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",36,
A02KY,"Frog, edible",,Pelophylax kl. esculentus,"Edible meat from Frogs of the species Pelophylax kl. Esculentus. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02KY#F01.A04SN$F02.A0EMH$F27.A02KY,"Frog, edible. Pelophylax kl. esculentus. Edible meat from Frogs of the species Pelophylax kl. Esculentus. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",37,
A02KZ,"Frog, marsh",,Pelophylax ridibundus,"Edible meat from marsh frog (species Pelophylax ridibundus). The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02KZ#F01.A04SP$F02.A0EMH$F27.A02KZ,"Frog, marsh. Pelophylax ridibundus. Edible meat from marsh frog (species Pelophylax ridibundus). The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",34,
A02LA,"Frog, pool",,Pelophylax lessonae,"Edible meat from pool frog (species Pelophylax lessonae). The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02LA#F01.A04SQ$F02.A0EMH$F27.A02LA,"Frog, pool. Pelophylax lessonae. Edible meat from pool frog (species Pelophylax lessonae). The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",34,
A02LB,Lizards,,Lacertilia (suborder) Günther,"Edible parts from reptiles of the Lacertilia suborder, known as lizards. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",A02LB#F01.A04SR$F02.A0EMJ$F27.A02LB,"Lizards. Lacertilia (suborder) Günther. Edible parts from reptiles of the Lacertilia suborder, known as lizards. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.",37,
A02LC,Snakes,,Serpentes L. (suborder),"Edible parts from snakes, animals classified under the species Serpentes L. (suborder). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A02LC#F01.A04SS$F02.A0EMJ$F27.A02LC,"Snakes. Serpentes L. (suborder). Edible parts from snakes, animals classified under the species Serpentes L. (suborder). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",57,
A02LD,Turtles,,Chelonia L. (order)$Testudines L.,"The group includes edible parts from the animal classified under the species Chelonia L. (order) or Testudines L. (ISSCAAP group 72: Turtles). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A02LD#F01.A04ST$F02.A0EMJ$F27.A02LD,"Turtles. Chelonia L. (order)$Testudines L. The group includes edible parts from the animal classified under the species Chelonia L. (order) or Testudines L. (ISSCAAP group 72: Turtles). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",68,
A02LE,"Turtle, green",,Chelonia mydas,"Edible parts from green turtle (species Chelonia mydas). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A02LE#F01.A04SV$F02.A0EMJ$F27.A02LE,"Turtle, green. Chelonia mydas. Edible parts from green turtle (species Chelonia mydas). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",53,
A02LF,"Turtle, snapping",,Chelydra serpentina,"Edible parts from snapping turtle (species Chelydra serpentina). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A02LF#F01.A04SX$F02.A0EMJ$F27.A02LF,"Turtle, snapping. Chelydra serpentina. Edible parts from snapping turtle (species Chelydra serpentina). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",53,
A02LG,"Turtle, hawksbill",,Eretmochelys imbricata,"Edible parts from hawksbill turtle (species Eretmochelys imbricata). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A02LG#F01.A04SY$F02.A0EMJ$F27.A02LG,"Turtle, hawksbill. Eretmochelys imbricata. Edible parts from hawksbill turtle (species Eretmochelys imbricata). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",53,
A02LH,"Turtle, loggerhead",,Caretta caretta,"Edible parts from loggerhead turtle (species Caretta caretta). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A02LH#F01.A04SZ$F02.A0EMJ$F27.A02LH,"Turtle, loggerhead. Caretta caretta. Edible parts from loggerhead turtle (species Caretta caretta). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",53,
